reading_id,asset_id,date,output_kw,efficiency,temperature_c,vibration_mm,uptime_hours,month
SPV-007-20231107,SPV-007,2023-11-07,692.86,0.7009,78.6,0.201,23.8,2023-11
SPV-007-20231108,SPV-007,2023-11-08,664.35,0.7054,32.7,0.876,20.1,2023-11
SPV-007-20231109,SPV-007,2023-11-09,460.69,0.728,54.5,0.25,20.9,2023-11
SPV-007-20231110,SPV-007,2023-11-10,641.09,0.749,77.6,0.532,20.0,2023-11
SPV-007-20231111,SPV-007,2023-11-11,531.28,0.7078,70.5,0.982,21.8,2023-11
SPV-007-20231112,SPV-007,2023-11-12,502.8,0.6523,58.2,0.82,22.4,2023-11
SPV-007-20231113,SPV-007,2023-11-13,636.7,0.6957,53.5,0.862,19.1,2023-11
SPV-007-20231114,SPV-007,2023-11-14,477.18,0.7178,47.2,0.37,23.1,2023-11
SPV-007-20231115,SPV-007,2023-11-15,619.58,0.7093,28.0,0.054,20.8,2023-11
SPV-007-20231116,SPV-007,2023-11-16,633.05,0.6795,70.3,0.062,22.9,2023-11
SPV-007-20231117,SPV-007,2023-11-17,633.86,0.7076,23.6,0.163,18.6,2023-11
SPV-007-20231118,SPV-007,2023-11-18,674.96,0.7866,73.5,0.662,23.8,2023-11
SPV-007-20231119,SPV-007,2023-11-19,528.75,0.6751,54.0,0.424,22.2,2023-11
SPV-007-20231120,SPV-007,2023-11-20,653.79,0.7275,28.6,0.013,21.1,2023-11
SPV-007-20231121,SPV-007,2023-11-21,554.15,0.6809,23.1,0.622,19.3,2023-11
SPV-007-20231122,SPV-007,2023-11-22,503.94,0.6957,48.7,1.112,22.8,2023-11
SPV-007-20231123,SPV-007,2023-11-23,568.73,0.6752,44.6,1.199,20.1,2023-11
SPV-007-20231124,SPV-007,2023-11-24,570.03,0.7034,67.8,0.156,23.7,2023-11
SPV-007-20231125,SPV-007,2023-11-25,658.67,0.7248,23.1,0.803,21.1,2023-11
SPV-007-20231126,SPV-007,2023-11-26,445.42,0.691,64.5,0.07,19.2,2023-11
SPV-007-20231127,SPV-007,2023-11-27,471.69,0.6479,49.9,0.35,20.2,2023-11
SPV-007-20231128,SPV-007,2023-11-28,547.42,0.7101,69.4,0.015,23.2,2023-11
SPV-007-20231129,SPV-007,2023-11-29,507.36,0.7069,56.9,0.732,20.7,2023-11
SPV-007-20231130,SPV-007,2023-11-30,407.03,0.6528,75.4,0.938,20.4,2023-11
SPV-007-20231201,SPV-007,2023-12-01,530.04,0.6571,47.6,0.029,23.8,2023-12
SPV-007-20231202,SPV-007,2023-12-02,652.17,0.7109,38.3,0.171,21.4,2023-12
SPV-007-20231203,SPV-007,2023-12-03,482.2,0.6983,44.4,0.104,22.2,2023-12
SPV-007-20231204,SPV-007,2023-12-04,600.84,0.6318,60.2,0.213,22.0,2023-12
SPV-007-20231205,SPV-007,2023-12-05,663.47,0.6855,70.1,1.07,23.4,2023-12
SPV-007-20231206,SPV-007,2023-12-06,663.97,0.7035,54.2,0.019,21.8,2023-12
SPV-007-20231207,SPV-007,2023-12-07,386.13,0.6208,76.8,0.087,20.3,2023-12
SPV-007-20231208,SPV-007,2023-12-08,594.3,0.6659,32.9,2.138,22.5,2023-12
SPV-007-20231209,SPV-007,2023-12-09,650.4,0.6649,36.2,0.079,20.9,2023-12
SPV-007-20231210,SPV-007,2023-12-10,537.86,0.6768,44.3,0.525,23.6,2023-12
SPV-007-20231211,SPV-007,2023-12-11,467.95,0.6402,44.3,1.422,18.9,2023-12
SPV-007-20231212,SPV-007,2023-12-12,455.38,0.6479,52.9,0.667,22.9,2023-12
SPV-007-20231213,SPV-007,2023-12-13,467.19,0.7049,34.7,0.557,23.8,2023-12
SPV-007-20231214,SPV-007,2023-12-14,464.22,0.6709,72.1,0.111,22.2,2023-12
SPV-007-20231215,SPV-007,2023-12-15,660.69,0.7296,27.7,0.381,19.8,2023-12
SPV-007-20231216,SPV-007,2023-12-16,599.12,0.65,24.0,0.107,23.4,2023-12
SPV-007-20231217,SPV-007,2023-12-17,646.19,0.6475,75.4,0.001,21.3,2023-12
SPV-007-20231218,SPV-007,2023-12-18,457.2,0.5921,46.2,0.238,18.2,2023-12
SPV-007-20231219,SPV-007,2023-12-19,464.83,0.6619,67.0,0.789,21.3,2023-12
SPV-007-20231220,SPV-007,2023-12-20,459.97,0.7116,67.2,0.409,19.4,2023-12
SPV-007-20231221,SPV-007,2023-12-21,600.54,0.6563,58.7,0.047,23.7,2023-12
SPV-007-20231222,SPV-007,2023-12-22,544.59,0.6462,68.2,0.071,21.9,2023-12
SPV-007-20231223,SPV-007,2023-12-23,452.0,0.6463,45.3,0.04,22.5,2023-12
SPV-007-20231224,SPV-007,2023-12-24,639.05,0.6834,59.8,0.269,23.2,2023-12
SPV-007-20231225,SPV-007,2023-12-25,490.34,0.6515,79.2,0.088,23.0,2023-12
SPV-007-20231226,SPV-007,2023-12-26,391.67,0.646,76.7,1.772,23.5,2023-12
SPV-007-20231227,SPV-007,2023-12-27,527.97,0.6243,42.7,0.616,22.8,2023-12
SPV-007-20231228,SPV-007,2023-12-28,511.17,0.6708,77.5,0.144,20.1,2023-12
SPV-007-20231229,SPV-007,2023-12-29,428.01,0.6688,20.1,0.428,19.8,2023-12
SPV-007-20231230,SPV-007,2023-12-30,392.14,0.4154,75.1,3.094,23.2,2023-12
SPV-007-20231231,SPV-007,2023-12-31,435.17,0.6478,72.7,0.812,19.9,2023-12
SPV-008-20230101,SPV-008,2023-01-01,367.88,0.5714,73.4,0.259,18.2,2023-01
SPV-008-20230102,SPV-008,2023-01-02,366.73,0.552,65.7,0.0,20.6,2023-01
SPV-008-20230103,SPV-008,2023-01-03,495.43,0.6035,40.8,0.014,20.8,2023-01
SPV-008-20230104,SPV-008,2023-01-04,411.38,0.5497,65.0,0.433,23.2,2023-01
SPV-008-20230105,SPV-008,2023-01-05,411.3,0.61,69.4,0.764,23.8,2023-01
SPV-008-20230106,SPV-008,2023-01-06,524.14,0.6036,78.8,0.38,22.1,2023-01
SPV-008-20230107,SPV-008,2023-01-07,413.03,0.574,40.1,0.02,19.7,2023-01
SPV-008-20230108,SPV-008,2023-01-08,539.2,0.5951,50.1,0.311,19.4,2023-01
SPV-008-20230109,SPV-008,2023-01-09,358.18,0.5628,78.9,0.323,19.1,2023-01
SPV-008-20230110,SPV-008,2023-01-10,383.21,0.5879,60.6,0.93,21.4,2023-01
SPV-008-20230111,SPV-008,2023-01-11,372.5,0.5744,20.9,0.658,21.8,2023-01
SPV-008-20230112,SPV-008,2023-01-12,533.8,0.5764,48.8,1.646,24.0,2023-01
SPV-008-20230113,SPV-008,2023-01-13,425.17,0.6046,33.9,0.146,23.9,2023-01
SPV-008-20230114,SPV-008,2023-01-14,598.58,0.6451,55.9,0.093,19.0,2023-01
SPV-008-20230115,SPV-008,2023-01-15,568.08,0.5792,74.3,0.091,19.7,2023-01
SPV-008-20230116,SPV-008,2023-01-16,442.17,0.5914,77.3,1.513,21.4,2023-01
SPV-008-20230117,SPV-008,2023-01-17,473.81,0.6879,64.5,0.027,19.3,2023-01
SPV-008-20230118,SPV-008,2023-01-18,524.89,0.6495,64.2,0.344,18.5,2023-01
SPV-008-20230119,SPV-008,2023-01-19,440.15,0.6399,25.9,0.325,18.4,2023-01
SPV-008-20230120,SPV-008,2023-01-20,651.05,0.6604,69.5,0.058,22.5,2023-01
SPV-008-20230121,SPV-008,2023-01-21,592.97,0.6588,68.0,0.082,22.0,2023-01
SPV-008-20230122,SPV-008,2023-01-22,371.76,0.6085,26.6,0.002,20.0,2023-01
SPV-008-20230123,SPV-008,2023-01-23,417.11,0.6475,59.1,2.408,23.4,2023-01
SPV-008-20230124,SPV-008,2023-01-24,624.86,0.6492,73.1,0.772,19.8,2023-01
SPV-008-20230125,SPV-008,2023-01-25,480.09,0.6038,23.3,3.242,20.1,2023-01
SPV-008-20230126,SPV-008,2023-01-26,521.15,0.5996,69.8,1.942,18.8,2023-01
SPV-008-20230127,SPV-008,2023-01-27,384.84,0.6238,35.6,0.86,19.2,2023-01
SPV-008-20230128,SPV-008,2023-01-28,483.17,0.5702,50.1,0.204,22.1,2023-01
SPV-008-20230129,SPV-008,2023-01-29,591.82,0.6904,77.4,0.653,20.5,2023-01
SPV-008-20230130,SPV-008,2023-01-30,581.69,0.6595,46.1,0.853,19.8,2023-01
SPV-008-20230131,SPV-008,2023-01-31,545.41,0.6572,41.2,0.272,20.1,2023-01
SPV-008-20230201,SPV-008,2023-02-01,380.16,0.6278,54.7,0.078,19.3,2023-02
SPV-008-20230202,SPV-008,2023-02-02,472.84,0.5851,25.7,0.148,20.7,2023-02
SPV-008-20230203,SPV-008,2023-02-03,604.32,0.64,67.7,2.471,21.2,2023-02
SPV-008-20230204,SPV-008,2023-02-04,598.13,0.6112,44.0,0.406,20.3,2023-02
SPV-008-20230205,SPV-008,2023-02-05,622.57,0.6263,23.9,0.807,19.5,2023-02
SPV-008-20230206,SPV-008,2023-02-06,575.57,0.656,22.6,0.311,18.0,2023-02
SPV-008-20230207,SPV-008,2023-02-07,539.16,0.6071,27.6,0.219,23.6,2023-02
SPV-008-20230208,SPV-008,2023-02-08,610.17,0.7284,53.5,0.254,21.5,2023-02
SPV-008-20230209,SPV-008,2023-02-09,450.28,0.6472,46.9,0.011,21.3,2023-02
SPV-008-20230210,SPV-008,2023-02-10,471.53,0.6737,79.1,0.279,20.5,2023-02
SPV-008-20230211,SPV-008,2023-02-11,467.08,0.6359,47.9,0.971,19.2,2023-02
SPV-008-20230212,SPV-008,2023-02-12,409.68,0.6661,39.0,0.32,18.4,2023-02
SPV-008-20230213,SPV-008,2023-02-13,524.2,0.615,34.7,0.054,18.2,2023-02
SPV-008-20230214,SPV-008,2023-02-14,599.67,0.6877,71.3,0.085,20.4,2023-02
SPV-008-20230215,SPV-008,2023-02-15,703.78,0.7172,63.7,1.551,19.7,2023-02
SPV-008-20230216,SPV-008,2023-02-16,571.41,0.6399,62.7,0.011,24.0,2023-02
SPV-008-20230217,SPV-008,2023-02-17,549.94,0.6256,33.4,0.017,19.8,2023-02
SPV-008-20230218,SPV-008,2023-02-18,459.17,0.6994,58.2,0.683,20.8,2023-02
SPV-008-20230219,SPV-008,2023-02-19,580.31,0.6556,41.9,0.214,19.2,2023-02
SPV-008-20230220,SPV-008,2023-02-20,648.04,0.7015,48.2,0.061,23.0,2023-02
SPV-008-20230221,SPV-008,2023-02-21,675.58,0.6932,64.3,0.418,22.0,2023-02
SPV-008-20230222,SPV-008,2023-02-22,444.49,0.6745,62.5,0.339,21.8,2023-02
SPV-008-20230223,SPV-008,2023-02-23,465.95,0.6692,57.9,0.03,20.6,2023-02
SPV-008-20230224,SPV-008,2023-02-24,559.51,0.7736,69.2,0.029,23.2,2023-02
SPV-008-20230225,SPV-008,2023-02-25,611.86,0.6946,75.9,0.32,20.7,2023-02
SPV-008-20230226,SPV-008,2023-02-26,476.85,0.7615,74.5,0.551,21.7,2023-02
SPV-008-20230227,SPV-008,2023-02-27,571.23,0.7282,78.7,0.949,22.2,2023-02
SPV-008-20230228,SPV-008,2023-02-28,603.06,0.696,51.9,0.143,20.7,2023-02
SPV-008-20230301,SPV-008,2023-03-01,442.31,0.7196,65.9,0.01,21.1,2023-03
SPV-008-20230302,SPV-008,2023-03-02,613.37,0.6781,65.7,0.27,18.4,2023-03
SPV-008-20230303,SPV-008,2023-03-03,506.06,0.7293,27.2,0.175,20.8,2023-03
SPV-008-20230304,SPV-008,2023-03-04,656.05,0.7875,41.7,1.262,21.0,2023-03
SPV-008-20230305,SPV-008,2023-03-05,601.37,0.7149,55.0,1.093,22.6,2023-03
SPV-008-20230306,SPV-008,2023-03-06,457.05,0.7327,39.1,0.192,21.9,2023-03
SPV-008-20230307,SPV-008,2023-03-07,539.61,0.7836,37.5,0.101,19.2,2023-03
SPV-008-20230308,SPV-008,2023-03-08,445.12,0.734,63.0,0.255,18.1,2023-03
SPV-008-20230309,SPV-008,2023-03-09,764.4,0.7685,52.4,1.646,19.2,2023-03
SPV-008-20230310,SPV-008,2023-03-10,652.53,0.7415,79.2,0.872,21.3,2023-03
SPV-008-20230311,SPV-008,2023-03-11,539.99,0.7453,35.5,0.246,23.0,2023-03
SPV-008-20230312,SPV-008,2023-03-12,530.63,0.7345,35.7,0.176,20.2,2023-03
SPV-008-20230313,SPV-008,2023-03-13,492.0,0.7302,33.0,0.168,18.7,2023-03
SPV-008-20230314,SPV-008,2023-03-14,693.36,0.7563,43.7,0.584,20.3,2023-03
SPV-008-20230315,SPV-008,2023-03-15,465.48,0.7552,59.3,0.679,23.2,2023-03
SPV-008-20230316,SPV-008,2023-03-16,440.95,0.7349,24.4,1.289,22.6,2023-03
SPV-008-20230317,SPV-008,2023-03-17,557.0,0.7742,70.6,0.885,20.4,2023-03
SPV-008-20230318,SPV-008,2023-03-18,728.37,0.8135,21.6,0.983,20.7,2023-03
SPV-008-20230319,SPV-008,2023-03-19,590.93,0.8365,76.6,2.146,21.2,2023-03
SPV-008-20230320,SPV-008,2023-03-20,626.59,0.7625,49.1,1.452,19.5,2023-03
SPV-008-20230321,SPV-008,2023-03-21,793.61,0.8065,67.5,1.255,23.7,2023-03
SPV-008-20230322,SPV-008,2023-03-22,592.0,0.7655,58.9,0.811,19.4,2023-03
SPV-008-20230323,SPV-008,2023-03-23,637.52,0.7919,50.9,0.234,18.6,2023-03
SPV-008-20230324,SPV-008,2023-03-24,614.32,0.7971,48.7,0.672,20.1,2023-03
SPV-008-20230325,SPV-008,2023-03-25,502.13,0.8243,68.7,2.3,23.6,2023-03
SPV-008-20230326,SPV-008,2023-03-26,678.78,0.797,36.7,0.531,22.2,2023-03
SPV-008-20230327,SPV-008,2023-03-27,665.5,0.777,37.6,0.406,23.4,2023-03
SPV-008-20230328,SPV-008,2023-03-28,772.85,0.7835,48.4,0.053,18.3,2023-03
SPV-008-20230329,SPV-008,2023-03-29,694.59,0.776,73.1,0.445,20.6,2023-03
SPV-008-20230330,SPV-008,2023-03-30,659.56,0.7916,57.1,0.25,23.6,2023-03
SPV-008-20230331,SPV-008,2023-03-31,618.02,0.8505,64.2,0.131,21.6,2023-03
SPV-008-20230401,SPV-008,2023-04-01,551.52,0.8357,44.8,0.186,18.7,2023-04
SPV-008-20230402,SPV-008,2023-04-02,662.42,0.826,65.3,0.009,21.3,2023-04
SPV-008-20230403,SPV-008,2023-04-03,831.82,0.869,53.4,0.074,20.3,2023-04
SPV-008-20230404,SPV-008,2023-04-04,513.17,0.8183,21.8,0.001,22.1,2023-04
SPV-008-20230405,SPV-008,2023-04-05,538.46,0.8399,71.4,0.113,20.0,2023-04
SPV-008-20230406,SPV-008,2023-04-06,698.67,0.8635,54.5,0.241,19.9,2023-04
SPV-008-20230407,SPV-008,2023-04-07,530.3,0.8705,57.5,0.251,22.0,2023-04
SPV-008-20230408,SPV-008,2023-04-08,820.51,0.8272,78.5,0.143,18.6,2023-04
SPV-008-20230409,SPV-008,2023-04-09,635.49,0.8275,65.7,0.375,21.1,2023-04
SPV-008-20230410,SPV-008,2023-04-10,656.97,0.826,69.2,0.075,19.8,2023-04
SPV-008-20230411,SPV-008,2023-04-11,710.86,0.8656,75.8,0.584,23.6,2023-04
SPV-008-20230412,SPV-008,2023-04-12,774.62,0.8403,57.1,0.433,23.5,2023-04
SPV-008-20230413,SPV-008,2023-04-13,722.63,0.8535,23.0,0.076,20.6,2023-04
SPV-008-20230414,SPV-008,2023-04-14,544.81,0.8817,42.9,0.086,18.2,2023-04
SPV-008-20230415,SPV-008,2023-04-15,621.83,0.8911,45.2,0.075,20.9,2023-04
SPV-008-20230416,SPV-008,2023-04-16,807.25,0.8756,43.4,0.617,22.5,2023-04
SPV-008-20230417,SPV-008,2023-04-17,832.68,0.882,47.5,0.008,21.9,2023-04
SPV-008-20230418,SPV-008,2023-04-18,708.68,0.8938,44.0,1.838,22.9,2023-04
SPV-008-20230419,SPV-008,2023-04-19,630.36,0.9374,39.9,0.239,21.0,2023-04
SPV-008-20230420,SPV-008,2023-04-20,730.06,0.8853,20.5,0.194,22.6,2023-04
SPV-008-20230421,SPV-008,2023-04-21,799.79,0.8736,61.9,0.965,18.0,2023-04
SPV-008-20230422,SPV-008,2023-04-22,783.74,0.8989,47.4,0.07,21.0,2023-04
SPV-008-20230423,SPV-008,2023-04-23,767.11,0.8417,44.8,0.192,18.5,2023-04
SPV-008-20230424,SPV-008,2023-04-24,733.34,0.892,62.7,0.02,21.0,2023-04
SPV-008-20230425,SPV-008,2023-04-25,687.81,0.8795,51.3,0.334,20.3,2023-04
SPV-008-20230426,SPV-008,2023-04-26,896.14,0.9151,68.6,0.577,22.3,2023-04
SPV-008-20230427,SPV-008,2023-04-27,733.07,0.886,76.5,0.02,19.7,2023-04
SPV-008-20230428,SPV-008,2023-04-28,719.07,0.9083,63.2,0.09,22.5,2023-04
SPV-008-20230429,SPV-008,2023-04-29,587.01,0.8896,36.8,0.795,23.1,2023-04
SPV-008-20230430,SPV-008,2023-04-30,777.41,0.9042,29.5,0.408,23.2,2023-04
SPV-008-20230501,SPV-008,2023-05-01,575.72,0.9088,36.4,0.528,19.1,2023-05
SPV-008-20230502,SPV-008,2023-05-02,603.17,0.9331,79.3,0.337,20.7,2023-05
SPV-008-20230503,SPV-008,2023-05-03,888.94,0.9401,47.4,0.271,18.6,2023-05
SPV-008-20230504,SPV-008,2023-05-04,658.87,0.9533,56.8,0.147,22.7,2023-05
SPV-008-20230505,SPV-008,2023-05-05,779.88,0.8989,39.6,0.018,18.7,2023-05
SPV-008-20230506,SPV-008,2023-05-06,681.02,0.8891,61.6,0.34,19.9,2023-05
SPV-008-20230507,SPV-008,2023-05-07,699.44,0.9498,58.1,0.674,19.0,2023-05
SPV-008-20230508,SPV-008,2023-05-08,731.08,0.8998,37.4,0.542,23.7,2023-05
SPV-008-20230509,SPV-008,2023-05-09,785.35,0.9483,75.4,0.097,20.2,2023-05
SPV-008-20230510,SPV-008,2023-05-10,817.8,0.9447,52.5,0.686,18.2,2023-05
SPV-008-20230511,SPV-008,2023-05-11,627.42,0.9108,27.3,1.416,23.0,2023-05
SPV-008-20230512,SPV-008,2023-05-12,782.91,0.928,63.9,1.91,19.2,2023-05
SPV-008-20230513,SPV-008,2023-05-13,855.08,0.9487,46.0,0.028,18.7,2023-05
SPV-008-20230514,SPV-008,2023-05-14,659.85,0.8966,32.1,0.012,18.9,2023-05
SPV-008-20230515,SPV-008,2023-05-15,585.13,0.9675,66.4,0.7,21.4,2023-05
SPV-008-20230516,SPV-008,2023-05-16,640.8,0.9574,45.7,0.108,20.3,2023-05
SPV-008-20230517,SPV-008,2023-05-17,700.26,0.9413,59.4,1.374,20.1,2023-05
SPV-008-20230518,SPV-008,2023-05-18,764.02,0.9903,68.8,1.108,21.5,2023-05
SPV-008-20230519,SPV-008,2023-05-19,730.7,0.929,50.3,0.283,19.6,2023-05
SPV-008-20230520,SPV-008,2023-05-20,843.16,0.877,73.1,0.713,20.4,2023-05
SPV-008-20230521,SPV-008,2023-05-21,812.23,0.9161,56.5,0.459,18.7,2023-05
SPV-008-20230522,SPV-008,2023-05-22,722.53,0.9821,50.5,0.579,18.5,2023-05
SPV-008-20230523,SPV-008,2023-05-23,595.67,0.9667,71.5,0.014,18.9,2023-05
SPV-008-20230524,SPV-008,2023-05-24,628.68,0.9728,51.6,0.04,18.9,2023-05
SPV-008-20230525,SPV-008,2023-05-25,608.05,0.9723,73.6,0.068,21.8,2023-05
SPV-008-20230526,SPV-008,2023-05-26,685.67,0.9279,74.3,1.481,23.7,2023-05
SPV-008-20230527,SPV-008,2023-05-27,687.86,0.9805,27.2,0.422,20.2,2023-05
SPV-008-20230528,SPV-008,2023-05-28,596.19,0.9825,34.2,0.419,18.5,2023-05
SPV-008-20230529,SPV-008,2023-05-29,859.4,0.9893,30.2,0.454,21.6,2023-05
SPV-008-20230530,SPV-008,2023-05-30,753.48,0.988,73.0,0.244,20.5,2023-05
SPV-008-20230531,SPV-008,2023-05-31,839.88,0.9696,21.4,0.304,20.0,2023-05
SPV-008-20230601,SPV-008,2023-06-01,860.42,0.9987,35.3,0.141,20.2,2023-06
SPV-008-20230602,SPV-008,2023-06-02,873.12,1.0,56.2,0.122,23.3,2023-06
SPV-008-20230603,SPV-008,2023-06-03,768.38,0.9417,40.3,0.953,21.0,2023-06
SPV-008-20230604,SPV-008,2023-06-04,622.34,0.9713,60.1,1.085,19.8,2023-06
SPV-008-20230605,SPV-008,2023-06-05,829.18,0.9716,58.6,0.557,18.2,2023-06
SPV-008-20230606,SPV-008,2023-06-06,595.24,0.9433,39.0,0.862,21.9,2023-06
SPV-008-20230607,SPV-008,2023-06-07,661.49,1.0,45.7,0.242,23.9,2023-06
SPV-008-20230608,SPV-008,2023-06-08,911.88,0.9656,73.3,0.086,22.3,2023-06
SPV-008-20230609,SPV-008,2023-06-09,691.09,0.9639,40.7,0.196,19.2,2023-06
SPV-008-20230610,SPV-008,2023-06-10,749.08,0.9712,44.5,1.24,20.0,2023-06
SPV-008-20230611,SPV-008,2023-06-11,877.22,0.9994,31.7,0.064,21.1,2023-06
SPV-008-20230612,SPV-008,2023-06-12,666.25,1.0,56.1,1.001,22.4,2023-06
SPV-008-20230613,SPV-008,2023-06-13,681.53,1.0,22.3,0.078,23.5,2023-06
SPV-008-20230614,SPV-008,2023-06-14,864.84,1.0,61.5,0.518,21.3,2023-06
SPV-008-20230615,SPV-008,2023-06-15,544.52,0.9018,23.2,0.339,20.0,2023-06
SPV-008-20230616,SPV-008,2023-06-16,967.15,0.968,66.5,1.049,20.2,2023-06
SPV-008-20230617,SPV-008,2023-06-17,819.96,1.0,73.8,1.711,20.8,2023-06
SPV-008-20230618,SPV-008,2023-06-18,774.25,0.9596,79.4,0.173,21.7,2023-06
SPV-008-20230619,SPV-008,2023-06-19,691.03,0.9521,71.3,0.627,23.0,2023-06
SPV-008-20230620,SPV-008,2023-06-20,613.83,1.0,71.0,0.244,19.1,2023-06
SPV-008-20230621,SPV-008,2023-06-21,812.94,0.9834,63.6,0.383,23.4,2023-06
SPV-008-20230622,SPV-008,2023-06-22,761.9,0.9553,29.8,1.043,23.6,2023-06
SPV-008-20230623,SPV-008,2023-06-23,881.17,0.9336,60.9,1.063,18.7,2023-06
SPV-008-20230624,SPV-008,2023-06-24,832.96,0.9569,73.8,0.241,19.9,2023-06
SPV-008-20230625,SPV-008,2023-06-25,681.11,0.8986,63.4,0.229,19.9,2023-06
SPV-008-20230626,SPV-008,2023-06-26,936.13,0.9404,66.8,0.937,23.6,2023-06
SPV-008-20230627,SPV-008,2023-06-27,960.03,1.0,61.0,0.716,19.3,2023-06
SPV-008-20230628,SPV-008,2023-06-28,778.89,1.0,29.7,0.804,20.1,2023-06
SPV-008-20230629,SPV-008,2023-06-29,612.5,0.9627,55.6,1.006,20.7,2023-06
SPV-008-20230630,SPV-008,2023-06-30,884.15,0.957,41.4,0.531,20.1,2023-06
SPV-008-20230701,SPV-008,2023-07-01,594.36,0.9427,50.3,0.169,21.6,2023-07
SPV-008-20230702,SPV-008,2023-07-02,720.22,0.9966,35.0,0.101,22.7,2023-07
SPV-008-20230703,SPV-008,2023-07-03,628.01,0.9986,29.9,1.117,21.6,2023-07
SPV-008-20230704,SPV-008,2023-07-04,842.28,0.9555,69.4,0.201,21.3,2023-07
SPV-008-20230705,SPV-008,2023-07-05,866.5,0.9622,47.5,0.26,20.2,2023-07
SPV-008-20230706,SPV-008,2023-07-06,704.25,0.9683,56.7,0.033,22.8,2023-07
SPV-008-20230707,SPV-008,2023-07-07,898.1,0.9876,69.6,0.114,22.1,2023-07
SPV-008-20230708,SPV-008,2023-07-08,610.91,0.9404,75.8,0.09,19.4,2023-07
SPV-008-20230709,SPV-008,2023-07-09,684.13,0.9695,52.5,0.265,20.0,2023-07
SPV-008-20230710,SPV-008,2023-07-10,772.8,0.9384,41.6,0.95,18.3,2023-07
SPV-008-20230711,SPV-008,2023-07-11,762.45,0.9928,57.8,0.049,22.5,2023-07
SPV-008-20230712,SPV-008,2023-07-12,970.3,0.9874,58.2,0.082,20.9,2023-07
SPV-008-20230713,SPV-008,2023-07-13,876.54,0.8979,77.2,0.125,22.4,2023-07
SPV-008-20230714,SPV-008,2023-07-14,801.09,0.9671,32.8,0.851,23.3,2023-07
SPV-008-20230715,SPV-008,2023-07-15,792.91,0.9332,49.0,0.552,18.7,2023-07
SPV-008-20230716,SPV-008,2023-07-16,741.0,0.9944,35.5,0.483,20.2,2023-07
SPV-008-20230717,SPV-008,2023-07-17,962.37,0.9943,67.2,0.493,23.5,2023-07
SPV-008-20230718,SPV-008,2023-07-18,755.23,0.9825,25.1,0.305,21.0,2023-07
SPV-008-20230719,SPV-008,2023-07-19,721.99,0.9401,31.3,0.711,22.0,2023-07
SPV-008-20230720,SPV-008,2023-07-20,594.85,0.9621,30.9,0.588,23.9,2023-07
SPV-008-20230721,SPV-008,2023-07-21,611.04,0.9867,75.0,0.314,23.8,2023-07
SPV-008-20230722,SPV-008,2023-07-22,649.44,0.9357,78.5,0.139,23.3,2023-07
SPV-008-20230723,SPV-008,2023-07-23,956.56,0.9674,31.1,0.263,21.8,2023-07
SPV-008-20230724,SPV-008,2023-07-24,664.63,0.9211,43.8,0.31,19.5,2023-07
SPV-008-20230725,SPV-008,2023-07-25,763.17,0.9574,69.8,0.295,18.7,2023-07
SPV-008-20230726,SPV-008,2023-07-26,911.12,1.0,39.8,1.339,21.7,2023-07
SPV-008-20230727,SPV-008,2023-07-27,962.32,1.0,47.5,0.055,21.6,2023-07
SPV-008-20230728,SPV-008,2023-07-28,803.87,0.8871,76.0,0.293,20.1,2023-07
SPV-008-20230729,SPV-008,2023-07-29,957.34,0.9685,33.8,0.343,19.6,2023-07
SPV-008-20230730,SPV-008,2023-07-30,574.34,0.9374,29.6,0.253,20.2,2023-07
SPV-008-20230731,SPV-008,2023-07-31,651.84,0.9081,62.4,0.23,22.8,2023-07
SPV-008-20230801,SPV-008,2023-08-01,603.95,0.9109,60.8,1.232,18.9,2023-08
SPV-008-20230802,SPV-008,2023-08-02,848.97,0.9216,40.6,1.545,21.4,2023-08
SPV-008-20230803,SPV-008,2023-08-03,805.52,0.9141,52.2,0.425,24.0,2023-08
SPV-008-20230804,SPV-008,2023-08-04,666.02,0.9397,61.6,0.552,23.1,2023-08
SPV-008-20230805,SPV-008,2023-08-05,738.94,0.896,39.5,0.377,20.2,2023-08
SPV-008-20230806,SPV-008,2023-08-06,781.06,0.934,77.3,0.177,20.2,2023-08
SPV-008-20230807,SPV-008,2023-08-07,729.14,0.8679,20.1,0.187,19.5,2023-08
SPV-008-20230808,SPV-008,2023-08-08,588.41,0.9182,32.3,0.097,19.4,2023-08
SPV-008-20230809,SPV-008,2023-08-09,725.09,0.9156,39.2,0.41,20.1,2023-08
SPV-008-20230810,SPV-008,2023-08-10,573.59,0.8952,40.7,0.518,21.1,2023-08
SPV-008-20230811,SPV-008,2023-08-11,821.47,0.9058,27.9,0.13,22.1,2023-08
SPV-008-20230812,SPV-008,2023-08-12,862.44,0.9248,29.6,0.368,20.5,2023-08
SPV-008-20230813,SPV-008,2023-08-13,860.95,0.8734,27.6,1.197,19.2,2023-08
SPV-008-20230814,SPV-008,2023-08-14,817.27,0.8682,39.8,0.848,24.0,2023-08
SPV-008-20230815,SPV-008,2023-08-15,633.46,0.8578,62.7,0.382,22.7,2023-08
SPV-008-20230816,SPV-008,2023-08-16,821.08,0.9078,77.8,0.03,20.1,2023-08
SPV-008-20230817,SPV-008,2023-08-17,624.62,0.8628,38.6,0.097,22.9,2023-08
SPV-008-20230818,SPV-008,2023-08-18,803.51,0.8767,24.3,0.506,18.9,2023-08
